Name,Size,Type,Tag,Alignment,Fly/Hover/Swim,CR,Source book,Source page,Spell user,Legendary actions,Lair actions,Abilities,Actions,Reaction,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other,,Credits
Father Dagon,Huge,Monstrosity,Deep One,Chaotic evil,,24,MaDC,52,n,y,n,,,,,,,,,,,,,,,ø,,
Fathomer,Medium,Humanoid,Human,Neutral evil,,2,PotA,207,y,n,n,,,,,,,,,,,,,,,,,
Fear,Large,Fiend,,Neutral evil,,15,MaDC,128,n,n,n,,,,,,,,,,,,,,,ø,,
Fear guard,Medium,Undead,,Chaotic evil,,3,FEF,98,n,n,n,,,,,,,,,,,,x,,,,,
Fear Liath,Large,Undead,,Neutral evil,,2,CC,152,n,n,n,"Gray Curse, Unwatchable",Slam,,,,,,,,,,,,,,,
Fear Smith (Fiarsídhe),Medium,Fey,,Chaotic neutral,,10,ToB,181,y,n,n,,,,,,,,,,,,,,,ø,,
Feathergale Knight,Medium,Humanoid,Human,Lawful evil,,1,PotA,189,y,n,n,,,,,,,,,,,,,,,,,
Felidar,Large,Celestial,,Lawful neutral,,5,GGtR,199,n,n,n,,,,,,,,,,,,,,ø,,,
Fellforged,Medium,Construct,,Lawful evil,,5,ToB,182,n,n,n,,,,,,,,,,,,ø,,ø,,,
Female Steeder,Large,Monstrosity,,Unaligned,,1,MToF,238,n,n,n,,,,,,,,,,,,x,,,,,
Female Steeder,Large,Beast,,Unaligned,,1,OotA,231,n,n,n,,,,,,,,,,,,ø,,,,,
Fen witch,Medium,Monstrosity,,Chaotic evil,,2,FEF,99,n,n,n,,,,,,,,,,,x,,,,,,
Feral undead cat,Small,Undead,,Chaotic evil,,1/8,FEF,44,n,n,n,,,,,,,,,,,,x,,x,,,
Fern Lizard,Small,Beast,,Unaligned,,1/2,MaDC,53,n,n,n,,,,,,,ø,,,,,,,,,,
Fetch,Medium,Undead,,Lawful evil,,1,FEF,100,n,n,n,,,,x,,,,,x,x,,,,,,,
Fext,Medium,Undead,,Any alignment,,6,ToB,183,y,n,n,,,,,,,,,,,,,,,ø,,
Fey Drake,Small,Dragon,Drake,Chaotic neutral,,6,CC,127,y,n,n,"Magic Resistance, Superior Invisibility, Innate Spellcasting","Multiattack, Bite, Bewildering Breath",,,,,,,,,,,,,,,
Fey Lord of the Hunt,Medium,Fey,,Lawful neutral,,18,ToB,188,y,y,y,,,,,,,ø,,,,,,,,ø,,
"Fey Lord, Bear King",Medium,Fey,,Lawful neutral,,12,ToB,186,n,y,y,,,,,,,ø,,,,,,,,ø,,
"Fey Lord, Moonlit King",Medium,Fey,,Neutral good,,17,ToB,190,y,y,y,,,,,,,ø,,,,ø,,,,ø,,
"Fey Lord, River King",Medium,Fey,,Chaotic neutral,,16,ToB,196,y,y,y,,,,,,,ø,,,,,,,,ø,,
Fey Queen of Night and Magic,Medium,Fey,,Neutral evil,,21,ToB,192,y,y,y,,,,,,,ø,,,,ø,,,,ø,,
Fey Queen of Witches,Large,Fey,,Neutral,,17,ToB,194,y,y,y,,,,,,,ø,,,,ø,,,,ø,,
Fey Snow Queen,Medium,Fey,,Neutral evil,,16,ToB,198,y,y,y,,,,ø,,,,,,,,,,,ø,,
Feyote,Medium,Fey,,Neutral,,1/4,MaDC,54,y,n,n,,,,,,,ø,,,,,,,,,,
Feyward Tree,Huge,Construct,,Unaligned,,8,ToB,200,n,n,n,,,,,,,ø,,,,ø,,,,,,
Fidele,Medium,Celestial,Angel,Lawful good,,5,ToB,21,y,n,n,,,,,,,,,,,,,,,ø,,
Fierstjerren,Medium,Undead,,Neutral evil,,5,CC,157,n,n,n,"Apotheosis, Thrall Watch","Multiattack, Sword, Terrifying Glare, Thrall Enslavement",,,,,,,,,,,,,,,
Fire Dancer Swarm,Medium,Elemental,Swarm,Neutral evil,,7,ToB,373,n,n,n,,,,,,,,,,,,,,,ø,,
Fire drake,Small,Dragon,,Chaotic evil,,1,FEF,86,n,n,n,,,,,,x,,,x,x,,,,,,,
Fire Elemental,Large,Elemental,,Neutral,,5,MM,125,n,n,n,,,,,,x,,,,,,,,,,,
Fire Elemental Myrmidon,Medium,Elemental,,Neutral,,7,PotA,213,n,n,n,,,,,,ø,,,,,,,,,,,
Fire Elemental Myrmodon,Medium,Elemental,,Neutral,,7,MToF,203,n,n,n,,,,,,ø,,,,,,,,,,,
Fire Giant,Huge,Giant,Fire Giant,Lawful evil,,9,MM,154,n,n,n,,,,,,,,,,x,,x,,,,,
Fire Giant Dreadnought,Huge,Giant,Fire Giant,Lawful evil,,14,VGtM,147,n,n,n,,,,,,,,,,x,,x,,,,,
Fire Imp,Tiny,Fiend,Devil,Lawful evil,,1/2,CC,103,n,n,n,"Devil's Sight, Fire Absorption, Heat Metal, Magic Resistance","Fire Touch, Hurl Flame",,,,,,,,,,,,,x,,
Fire Snake,Medium,Elemental,,Neutral evil,,1,MM,265,n,n,n,,,,,,,,,,,,x,,,,,
Firebird,Small,Celestial,,Neutral good,,4,ToB,201,y,n,n,,,,,,,,,,,,,,,ø,,
Firefist,Medium,Humanoid,Any Race,Lawful good,,7,GGtR,231,y,n,n,,,,,,,,,,,,,,ø,,,
Firegeist,Small,Elemental,,Neutral evil,,2,ToB,202,n,n,n,,,,,,ø,,,,,,,,,ø,,
Firemane Angel,Medium,Celestial,Angel,Chaotic good,,12,GGtR,190,y,n,n,,,,,,,,,,,,,,ø,ø,,
Firenewt Giant Strider,Large,Monstrosity,Firenewt,Neutral evil,,1,VGtM,143,n,n,n,,,,,,x,,,x,x,,x,,,,,
Firenewt Warlock of Imix,Medium,Humanoid,,Neutral evil,,1,ToA,219,y,n,n,,,,,,,,,,,,,,,,,
Firenewt Warlock of Imix,Medium,Humanoid,Firenewt,Neutral evil,,1,VGtM,143,y,n,n,,,,,,x,,,x,x,,x,,,,,
Firenewt Warrior,Medium,Humanoid,,Neutral evil,,1/2,ToA,219,n,n,n,,,,,,,,,,,,,,,,,
Firenewt Warrior,Medium,Humanoid,Firenewt,Neutral evil,,1/2,VGtM,142,n,n,n,,,,,,x,,,x,x,,x,,,,,
Five Spire Initiate,Medium,Humanoid,,Any lawful,,3,MaDC,123,n,n,n,,,,,,ø,,,,,,,,ø,,,
Flab Giant,Large,Giant,,Chaotic evil,,4,ToB,223,n,n,n,,,,,,,ø,ø,ø,ø,ø,,,,,,
Flagstone golem,Large,Construct,,Unaligned,,7,FEF,126,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Flail snail,Large,Monstrosity,Elemental,Unaligned,,3,FEF,103,n,n,n,,,,,,,x,,,,x,x,,x,,,
Flail Snail,Large,Elemental,,Unaligned,,3,ToA,220,n,n,n,,,,,,,ø,,,,ø,ø,,,,,
Flail Snail,Large,Elemental,,Unaligned,,3,VGtM,144,n,n,n,,,,,,,x,,,,x,x,,,,,
Flame Dragon Wyrmling,Medium,Dragon,,Chaotic evil,,3,ToB,131,n,n,n,,,,,,,ø,,,ø,ø,,,,,,
Flame Eater Swarm,Medium,Beast,Swarm,Unaligned,,2,CC,158,n,n,n,"Consume Flame, Swarm","Multiattack, Bite",,,,,,,,,,,,,,,
Flame-Scourged Scion,Huge,Aberration,,Chaotic evil,,9,CC,159,n,n,n,"Burning Rage, Firesight, Groundbreaker","Multiattack, Tentacle, Embers",,,,,,,,,,,,,,,
Flameskull,Tiny,Undead,,Neutral evil,,4,LMoP,57,y,n,n,,,,,,,,,,,,ø,,,,,
Flameskull,Tiny,Undead,,Neutral evil,,4,MM,134,y,n,n,,,,,,,,,,,,x,,,,,
Flamewrath,Medium,Humanoid,Human,Chaotic evil,,6,PotA,201,y,n,n,,,,,,,,,,,,,,,,,
Flesh Golem,Medium,Construct,,Neutral,,5,MM,169,n,n,n,,,,,ø,,ø,ø,ø,,ø,ø,,ø,ø,,
Flesh Reaver,Medium,Undead,,Neutral evil,,1/2,CC,160,n,n,n,"Keen Senses, Leap, Pack Tactics","Claw, Consume Flesh",,x,x,x,x,x,x,x,x,x,x,x,,,
Fleshpod Hornet,Large,Beast,,Unaligned,,6,CC,161,n,n,n,Flying Charge,"Multiattack, Slam, Stinger",,,,,,,,,,,,,,,
Flind,Medium,Humanoid,Gnoll,Chaotic evil,,9,VGtM,153,n,n,n,,,,x,,,x,x,x,,,,,,,,
Flowershroud,Large,Plant,,Unaligned,,1,FEF,104,n,n,n,,,,,,,x,x,x,,x,,,,,,
Flumph,Small,Aberration,,Lawful good,,1/8,MM,135,n,n,n,,,,,,,,,,,,x,,,,,
Flutterflesh,Large,Undead,,Chaotic evil,,12,ToB,203,n,n,n,,,,,,,,,,,,,,ø,,,
Flux Blastseeker,Medium,Humanoid,Any Race,Chaotic neutral,,5,GGtR,242,y,n,n,,,,,,,,,,,,,,ø,,,
Fluxcharger,Large,Elemental,Weird,Chaotic neutral,,7,GGtR,208,n,n,n,,,,,,,,,,,,,,ø,ø,,
Flying ape,Large,Monstrosity,,Chaotic neutral,,2,FEF,12,n,n,n,,,,,,,x,x,x,,,,,,,,
Flying Horror,Medium,Aberration,,Neutral evil,,3,GGtR,203,n,n,n,,,,,,,,,,,,ø,,ø,,,
Flying Monkey,Small,Beast,,Unaligned,,0,ToA,220,n,n,n,,,,,,,ø,,,,,,,,,,
Flying Polyp,Huge,Aberration,,Chaotic evil,,11,CC,162,y,n,n,"Aura of Wind, Incorporeal Movement, Magic Resistance, Innate Spellcasting","Multiattack, Tentacle, Bite, Cyclone, Etherealness",Fist of Wind,,,,,,,,,,,,,,
Flying Snake,Tiny,Beast,,Unaligned,,1/8,MM,322,n,n,n,,,,,,x,x,x,,,,,,x,,,
Flying Sword,Small,Construct,,Unaligned,,1/4,MM,20,n,n,n,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,
Folk of Leng,Medium,Humanoid,,Neutral evil,,2,ToB,204,y,n,n,,,,,,ø,ø,ø,ø,,,,,,,,
Fomorian,Huge,Giant,,Chaotic evil,,8,MM,136,n,n,n,,,,,,,,,,,,x,,,,,
Foo dog,Medium,Monstrosity,,Chaotic good,,2,FEF,105,n,n,n,,,,,,,,,,,,,,,x,,
Forest Drake,Small,Dragon,Drake,Neutral,,2,CC,128,n,n,n,Mighty Leap,"Multiattack, Bite, Claw Fire Breath",,,,,,,,,,,,,,,
Forest Hunter Shadow Fey Elves,Medium,Humanoid,Elf,Lawful evil,,5,ToB,173,y,n,n,,,,,,,,,,,,ø,,,ø,,
Forest Marauder,Large,Giant,,Chaotic evil,,4,ToB,205,n,n,n,,,,,,,ø,ø,ø,ø,,,,,,,
Forester's bane,Large,Plant,,Unaligned,,5,FEF,106,n,n,n,,,,,,,x,x,,,,,,,,,
Four-armed gargoyle,Medium,Monstrosity,,Chaotic evil,,4,FEF,113,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Foxfire Ooze,Large,Ooze,,Unaligned,,10,CC,283,n,n,n,,,,,,,,,,,,,,,,,
Foxin,Small,Fey,,Neutral,,1/2,CC,163,n,n,n,"Keen Senses, Neutral Presence","Bite, Illusory calm",,,,,x,x,,,,,,x,,,
Foxwere,Small,Monstrosity,Shapechanger,Lawful evil,,1/2,FEF,227,n,n,n,,,,x,,,x,,x,,,x,,,,,
Fractal Golem,Large,Construct,,Unaligned,,8,CC,198,n,n,n,"Fractalize, Immutable Form, Magic Resistance, Magic Weapon",Slam,,,,,,,,,,,,,,,
Fragrite,Medium,Elemental,Shapechanger,Chaotic neutral,,6,CC,164,n,n,n,"Sand Camouflage, Sand Glide, Shapechager","Multiattack, Spontaneous Explosion",,,,,,,,,,,,,,,
Fraughashar,Small,Fey,,Neutral evil,,1/2,ToB,206,n,n,n,,,,ø,,,,,,ø,,,,,,,
Fraz-Urb'luu,Large,Fiend,"Demon, Lord",Chaotic evil,,23,MToF,146,y,y,y,,,,,,,,,,,,,,,ø,,
Fraz-Urb'luu,Large,Fiend,Demon,Chaotic evil,,23,OotA,238,y,y,y,,,,,,,,,,,,,,,ø,,
Frog,Tiny,Beast,,Unaligned,,0,MM,322,n,n,n,,,,,ø,,ø,,,,ø,ø,ø,,,,
Froghemoth,Huge,Aberration,Monstrosity,Unaligned,,11,FEF,107,n,n,n,,,,,,,,,,,x,x,,,,,
Froghemoth,Huge,Monstrosity,,Unaligned,,10,ToA,221,n,n,n,,,,,,,,,,,ø,ø,,,,,
Froghemoth,Huge,Monstrosity,,Unaligned,,10,VGtM,145,n,n,n,,,,,,,,,,,x,x,,,,,
Froghoul,Medium,Undead,,Chaotic evil,,2,MaDC,55,n,n,n,,,,,,,,,,,,ø,,ø,,,
Frontline Medic,Medium,Humanoid,Any Race,Lawful good,,1/4,GGtR,231,y,n,n,,,,,,,,,,,,,,ø,,,
Frost Giant,Huge,Giant,Frost Giant,Neutral evil,,8,MM,155,n,n,n,,,,x,,,,,,x,,,,,,,
Frost Giant Everlasting One,Huge,Giant,Frost Giant,Chaotic evil,,12,VGtM,148,n,n,n,,,,x,x,,,,,,,,,,,,
Frost Giant Jarl,Huge,Giant,,Neutral evil,,11,MaDC,56,n,y,n,,,,ø,,,,,,,,,,,,,
Frost Salamander,Huge,Elemental,,Unaligned,,9,MToF,223,n,n,n,,,,x,,,,,,,,,,,,,
Frostveil,Medium,Plant,,Unaligned,,4,ToB,207,n,n,n,,,,ø,,,,,,,,,,,,,
Frulam Mondath,Medium,Humanoid,Human,Lawful evil,,2,HotDQ,90,y,n,n,,,,,,,,,,,,,,,,,
Fulad-Zereh,Huge,Fiend,Demon,Chaotic evil,,9,CC,85,n,n,n,"Petrifying Gaze, Weeping Acid","Multiattack, Barbed Whip, Battleaxe",,,,,,,,,,,,,,,
Fulminar,Large,Elemental,,Neutral,,9,CC,165,n,n,n,"Flyby, Essence og Lightning, Lightning Form","Multiattack, Bite, Claw, Lightning Shackles",,,,,,,,,,,,,,,
Fungoid,Medium,Plant,Fungus,Neutral evil,,2,FEF,108,n,n,n,,,,,,,,,,,x,,,,,,
Fungus bat,Medium,Plant,Fungus,Unaligned,,1/4,FEF,109,n,n,n,,,,,,,,,,,,x,,,,,
Fungus gargoyle,Medium,Plant,Fungus,Neutral evil,,3,FEF,114,y,n,n,,,,,,x,x,x,x,,,x,,,,,
Furnace golem,Large,Construct,,Unaligned,,9,FEF,127,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Fusion Elemental,Huge,Elemental,,Neutral,,15,MaDC,57,n,y,n,,,,,,,,,,,,,,,ø,,
Fyr,Small,Fey,,Neutral,,1/4,FEF,110,y,n,n,,,,,,,x,,,x,,,,,,,
Gaki,Medium,Undead,,Chaotic evil,,8,CC,222,n,n,n,,,,,,,,,,,,,,,,,
Galeb Duhr,Medium,Elemental,,Neutral,,6,MM,139,n,n,n,,,,,,,,,x,x,,,,,,,
Gallows tree,Huge,Plant,,Unaligned,,13,FEF,111,n,n,n,,,,,,,x,x,x,,x,,,,,,
Gallows tree zombie,Medium,Plant,,Unaligned,,2,FEF,112,n,n,n,,,,,,,x,x,x,,x,,,,,,
Galvanic Blastseeker,Medium,Humanoid,Any Race,Chaotic neutral,,5,GGtR,243,y,n,n,,,,,,,,,,,,,,ø,,,
Galvanice Weird,Medium,Elemental,Weird,Chaotic neutral,,1,GGtR,209,n,n,n,,,,,,,,,,,,,,ø,ø,,
Gar Shatterkeel,Medium,Humanoid,Human,Neutral evil,,9,PotA,208,y,n,n,,,,,,,,,,,,,,,,,
Gar Shatterkeel (with Lair Actions),Medium,Humanoid,Human,Neutral evil,,13,PotA,208,y,n,y,,,,,,,,,,,,,,ø,,,
Gargoctopus,Large,Monstrosity,,Neutral,,5,CC,167,n,n,n,"Multiattack, Bite, Tentacle, Fling, Tentacle Slam, Ink Cloud",,,,,,,,,,,,,,,,
Gargoyle,Medium,Elemental,,Chaotic evil,,2,MM,140,n,n,n,,,,,,,,,,,,x,,x,,,
Garroter Crab,Tiny,Beast,,Unaligned,,1/4,ToB,208,n,n,n,,,,,ø,,,,,,,,ø,,,,
Gas Spore,Large,Plant,,Unaligned,,1/2,MM,138,n,n,n,,,,,,,,,,,,x,,,,,
Gauth,Medium,Aberration,Beholder,Lawful evil,,6,VGtM,125,n,n,n,,,,,,,,,,,,x,,,,,
Gazellean,Medium,Humanoid,Gazellean,Neutral,,1/2,MaDC,58,n,n,n,,,,,,ø,,,,,,,,,,,
Gazer,Tiny,Aberration,Beholder,Neutral evil,,1/2,VGtM,126,n,n,n,,,,,,,,,,,,x,,,,,
Gazer,Tiny,Aberration,,Neutral evil,,1/2,WDH,203,n,n,n,,,,,,,,,,,,,,ø,,,
Gbahali,Huge,Beast,,Unaligned,,6,ToB,209,n,n,n,,,,,,ø,,ø,ø,ø,,,,,,,
Gear Mage,Medium,Humanoid,,Lawful neutral,,4,CC,401,y,n,n,,,,,,,,,,,,,,,,,
Gearforged Templar,Medium,Humanoid,,Lawful neutral,,6,ToB,210,n,n,n,,,,,,,,,,,,,,ø,,,
Gelatinous Cube,Large,Ooze,,Unaligned,,2,MM,242,n,n,n,,,,,,,,,,,,x,,,,,
Gelectrode,Large,Ooze,,Unaligned,,6,MaDC,59,n,n,n,,,,,,,,,,,,,,ø,,,
Gerridae,Large,Fey,,Neutral,,1,ToB,212,n,n,n,,,,,ø,,ø,,,,ø,,,,,,
Geryon,Huge,Fiend,"Devil, Archdevil",Lawful evil,,22,MToF,173,y,y,y,,,,,,,,,,,,,,,ø,,
Ghald,Large,Humanoid,Sahuagin,Lawful evil,,7,PotA,209,n,n,n,,,,,,,,,,,,,,,,,
Ghast,Medium,Undead,Ghoul,Chaotic evil,,2,MM,148,n,n,n,,,,,,,,,,,x,x,,x,,,
Ghast of Lang,Large,Aberration,,Neutral evil,,3,CC,168,n,n,n,"Blood Frenzy, Keen Smell, Sunlight Sensitivity","Bite, Claws",,,,,,,,,,,,,,,
Ghoast Boar,Large,Monstrosity,,Unaligned,,3,CC,169,n,n,n,"Charge, Incorporeal Jaunt, Relentless",Tusk,Tusk Swipe,,,,,,,,,,,,,,
Ghost,Medium,Undead,,Any alignment,,4,MM,147,n,n,n,,,,,,,,,,,,x,,x,,,
Ghost ammonite,Medium,Undead,,Unaligned,,2,FEF,118,n,n,n,,,,,,,,,,,,,,x,,,
Ghost Dragon,Large,Undead,Dragon,Any,,11,CC,170,n,n,n,"Ethereal Sight, Incorporeal Movement","Multiattack, Claw, Withering Bite, Etherealness, Horrifying Breath",,,,,,,,,,,,,,,
Ghost Dwarf,Medium,Undead,Dwarf,Neutral evil,,6,CC,171,n,n,n,"Aura of Defiance, Ethereal Sight, Incorporeal Movement, Sunlight Sensitivity","Multiattack, CGhostly Axe, Hand of the Grave, Prayers Unanswered, Etherealness",,,,,,,,,,,,,,,
Ghost Knight,Medium,Humanoid,,Lawful evil,,6,ToB,423,n,n,n,,,,,,,,,,,,,,ø,,,
Ghostwalk Spider,Large,Monstrosity,Spider,Neutral evil,,9,ToB,361,n,n,n,,,,,,,,,,,,ø,,,,,
Ghoul,Medium,Undead,,Chaotic evil,,1,LMoP,58,n,n,n,,,,,,,,,,,ø,ø,,ø,,,
Ghoul,Medium,Undead,Ghoul,Chaotic evil,,1,MM,148,n,n,n,,,,,,,,,,,x,x,,x,,,
Ghoulsteed,Large,Undead,,Neutral evil,,3,CC,177,n,n,n,"Pounce, Sprint, Undead Fortitude","Multiattack, Bite",,,,,,,,,,,,,,,
Giant Albino Bat,Huge,Monstrosity,,Neutral evil,,3,CC,50,n,n,n,,,,,,,,,,,,,,,,,
Giant Ant,Large,Beast,,Unaligned,,2,ToB,23,n,n,n,,,,,,ø,ø,ø,ø,,ø,ø,,,,,
Giant ant exoskeleton,Large,Construct,,Unaligned,,1/2,FEF,95,n,n,n,,,,,,x,,x,,,,,,,,,
Giant Ant Queen,Large,Beast,,Unaligned,,4,ToB,23,n,n,n,,,,,,ø,ø,ø,ø,,ø,ø,,,,,
Giant Ape,Huge,Beast,,Unaligned,,7,MM,323,n,n,n,,,,,,,x,,,,,,,,,,
Giant Badger,Medium,Beast,,Unaligned,,1/4,MM,323,n,n,n,,,,,,,x,,,,,,,,,,
Giant Bat,Large,Beast,,Unaligned,,1/4,MM,323,n,n,n,,,,,,,x,,,,,,,,,,
Giant beetle exoskeleton,Large,Construct,,Unaligned,,2,FEF,96,n,n,n,,,,,,x,x,x,x,x,,,,,,,
Giant Boar,Large,Beast,,Unaligned,,2,MM,323,n,n,n,,,,,,,x,x,x,,,,,,,,
Giant Centipede,Small,Beast,,Unaligned,,1/4,MM,323,n,n,n,,,,,,,x,x,x,,,x,,,,,
Giant clam,Large,Beast,,Unaligned,,1/4,FEF,61,n,n,n,,,,,x,,,,,,,,x,,,,
Giant Constrictor Snake,Huge,Beast,,Unaligned,,2,MM,324,n,n,n,,,,,,,x,,,,x,x,x,,,,
Giant Crab,Medium,Beast,,Unaligned,,1/8,MM,324,n,n,n,,,,,x,,,,,,,,,,,,
Giant crab exoskeleton,Large,Construct,,Unaligned,,3,FEF,97,y,n,n,,,,,,x,x,x,x,x,,,,,,,
Giant Crayfish,Large,Beast,,Unaligned,,2,TftYP,235,n,n,n,,,,,,,,,,,,,,,,,
Giant Crocodile,Huge,Beast,,Unaligned,,5,MM,324,n,n,n,,,,,,,,,,,x,,,,,,
Giant Eagle,Large,Beast,,Neutral good,,1,MM,324,n,n,n,,,,,x,,,x,x,x,,,,,,,
Giant Eel,Huge,Aberration,,Unaligned,,5,MaDC,60,n,n,n,,,,,,,,,,,,,ø,,,,
Giant electric catfish,Large,Beast,Aquatic,Unaligned,,3,FEF,46,n,n,n,,,,,x,,,,,,x,,x,,,,
Giant Elk,Huge,Beast,,Unaligned,,2,MM,325,n,n,n,,,,,,,x,x,x,,,,,,,,
Giant Fire Beetle,Small,Beast,,Unaligned,,0,MM,325,n,n,n,,,,,,,,,,,,x,,,,,
Giant Four-Armed Gargoyle,Large,Elemental,,Chaotic evil,,10,ToA,221,n,n,n,,,,,,,,,,,,,,,,,
Giant Frog,Medium,Beast,,Unaligned,,1/4,MM,325,n,n,n,,,,,,,x,,,,x,,,,,,
Giant Goat,Large,Beast,,Unaligned,,1/2,MM,326,n,n,n,,,,,,,,x,x,x,,,,x,,,
Giant horsefly,Large,Beast,,Unaligned,,1/2,FEF,146,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Giant Hyena,Large,Beast,,Unaligned,,1,MM,326,n,n,n,,,,,,x,x,x,x,,,,,,,,
Giant Ice Toad,Large,Monstrosity,,Neutral,,3,TftYP,235,n,n,n,,,,ø,,,,,,,,,,,,,
Giant Lightning Eel,Large,Beast,,Unaligned,,3,TftYP,236,n,n,n,,,,,,,,,,,,,,,,,
Giant Lizard,Large,Beast,,Unaligned,,1/4,MM,326,n,n,n,,,,,x,x,x,,,,x,x,,,,,
Giant moray eel,Medium,Beast,Aquatic,Unaligned,,2,FEF,91,n,n,n,,,,,x,,,,,,x,,x,,,,
Giant Moth,Small,Beast,Giant Moth,Unaligned,,1/8,CC,178,n,n,n,Antennae,"Proboscis, Powdery Wings",,x,x,x,x,x,x,x,x,x,x,x,,,
Giant Octopus,Large,Beast,,Unaligned,,1,MM,326,n,n,n,,,,,,,,,,,,,x,,,,
Giant Owl,Large,Beast,,Neutral,,1/4,MM,327,n,n,n,,,,x,,,x,,x,,,,,,,,
Giant Poisonous Snake,Medium,Beast,,Unaligned,,1/4,MM,327,n,n,n,,,,,,x,x,x,,,x,x,,x,,,
Giant Rat,Small,Beast,,Unaligned,,1/8,MM,327,n,n,n,,,,,,,x,,,,x,x,,x,,,
Giant rhinoceros beetle,Large,Beast,,Unaligned,,4,FEF,24,n,n,n,,,,,,,x,x,x,,,,,,,,
Giant Scorpion,Large,Beast,,Unaligned,,3,MM,327,n,n,n,,,,,,x,,,,,,,,,,,
Giant sea horse,Large,Beast,,Unaligned,,1/2,FEF,205,n,n,n,,,,,,,,,,,,,x,,,,
Giant Sea Horse,Large,Beast,,Unaligned,,1/2,MM,328,n,n,n,,,,,,,,,,,,,x,,,,
Giant Shark,Huge,Beast,,Unaligned,,5,MM,328,n,n,n,,,,,,,,,,,,,x,,,,
Giant Shark Bowl,Huge,Ooze,,Unaligned,,8,CC,284,n,n,n,,,,,,,,,,,,,,,,,
Giant Skeleton,Huge,Undead,,Neutral evil,,7,TftYP,236,n,n,n,,,,,,,,,,,ø,ø,,ø,,,
Giant slicer beetle,Large,Beast,,Unaligned,,3,FEF,24,n,n,n,,,,,,,x,x,x,,,,,,,,
Giant Sloth,Large,Beast,,Unaligned,,7,CC,345,n,n,n,,,,,,,,,,,,,,,,,
Giant slug of p'nahk,Large,Fiend,,Chaotic evil,,4,FEF,119,n,n,n,,,,,,,,,,,x,,x,,x,,
Giant Spider,Large,Beast,Spider,Unaligned,,1,LMoP,58,n,n,n,,,,,,ø,ø,,,,ø,ø,,ø,,,
Giant Spider,Large,Beast,Spider,Unaligned,,1,MM,328,n,n,n,,,,,,x,x,,,,x,x,,x,,,
Giant Strider,Large,Monstrosity,,Neutral evil,,1,ToA,222,n,n,n,,,,,,,,,,,,,,,,,
Giant Subterranean Lizard,Huge,Beast,,Unaligned,,4,TftYP,236,n,n,n,,,,,,,,,,,,ø,,,,,
Giant Toad,Large,Beast,,Unaligned,,1,MM,329,n,n,n,,,,,x,x,x,,,,x,x,,,,,
Giant Vampire Bat,Large,Beast,,Unaligned,,2,CC,50,n,n,n,,,,,,,,,,,,,,,,,
Giant Vulture,Large,Beast,,Neutral evil,,1,MM,329,n,n,n,,,,,,x,,x,,,,,,,,,
Giant Wasp,Medium,Beast,,Unaligned,,1/2,MM,329,n,n,n,,,,,,,x,x,,,,,,,,,
Giant water beetle,Medium,Beast,Aquatic,Unaligned,,1/2,FEF,25,n,n,n,,,,,x,,,,,,x,,x,,,,
Giant Weasel,Medium,Beast,,Unaligned,,1/8,MM,329,n,n,n,,,,,,,x,x,x,,,,,,,,
Giant Wolf Spider,Medium,Beast,Spider,Unaligned,,1/4,MM,330,n,n,n,,,,,x,x,x,x,x,,,,,,,,
Giat Snapping Turtle,Large,Beast,,Unaligned,,3,ToA,222,n,n,n,,,,,ø,,,,,,,,ø,,,,
Gibbering Mouther,Medium,Aberration,,Neutral,,2,MM,157,n,n,n,,,,,,,,,,,,x,,,,,
Giff,Medium,Humanoid,,Lawful neutral,,3,MToF,204,n,n,n,,,,,,,,,,,,,,x,,,
Gilded Devil,Medium,Fiend,Devil,Lawful evil,,7,ToB,106,y,n,n,,,,,,,,,,,,,,,ø,,
Gill-man,Medium,Monstrosity,,Neutral,,6,MaDC,61,n,n,n,,,,,,,,,,,ø,,ø,,,,
Gillmonkey,Small,Beast,Aquatic,Chaotic evil,,1/4,FEF,121,n,n,n,,,,,x,,,,,,,,x,,,,
Ginormous Squirrel,Gargantuan,Beast,,Unaligned,,16,MaDC,62,n,y,n,,,,,,,ø,,,,,,,,,,
Girallon,Large,Monstrosity,,Unaligned,,4,ToA,222,n,n,n,,,,,,,ø,,,,,,,,,,
Girallon,Large,Monstrosity,,Unaligned,,4,VGtM,152,n,n,n,,,,,,,x,,,,,,,,,,
Girallon Zombie,Large,Undead,,Chaotic evil,,3,ToA,240,n,n,n,,,,,,,,,,,ø,ø,,,,,
Githyanki Anarch,Medium,Humanoid,Gith,Lawful evil,,16,MToF,207,y,y,y,,,,,,x,,,,x,,,,x,,,
Githyanki Enlightened,Medium,Humanoid,Gith,Lawful evil,,10,MToF,208,y,n,n,,,,,,x,,,,x,,,,x,,,
Githyanki Gish,Medium,Humanoid,Gith,Lawful evil,,10,MToF,205,y,n,n,,,,,,x,,,,x,,,,x,,,
Githyanki Gish,Medium,Humanoid,Gith,Lawful evil,,10,WDotMM,312,y,n,n,,,,,,,,,,,,ø,,,,,
